V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41
Comparison81	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2
Comparison82	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2
Comparison83	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1
Comparison84	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2
Comparison85	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1
Comparison86	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1
Comparison87	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1
Comparison88	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2
Comparison89	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1
Comparison90	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1
Comparison91	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1
Comparison92	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2
Comparison93	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2
Comparison94	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1
Comparison95	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1
Comparison96	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1
Comparison97	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1
Comparison98	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1
Comparison99	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2
Comparison100	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1
Comparison101	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1
Comparison102	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2
Comparison103	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2
Comparison104	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1
Comparison105	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1
Comparison106	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2
Comparison107	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1
Comparison108	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2
Comparison109	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2
Comparison110	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2
Comparison111	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1
Comparison112	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1
Comparison113	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1
Comparison114	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1
Comparison115	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2
Comparison116	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2
Comparison117	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1
Comparison118	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1
Comparison119	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2
Comparison120	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp2	grp1
Comparison121	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1
Comparison122	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1
Comparison123	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1
Comparison124	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1
Comparison125	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2
Comparison126	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1
Comparison127	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1
Comparison128	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2
Comparison129	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2
Comparison130	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1
Comparison131	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1
Comparison132	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1
Comparison133	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1
Comparison134	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2
Comparison135	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2
Comparison136	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1
Comparison137	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2
Comparison138	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1
Comparison139	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1
Comparison140	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1
Comparison141	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1
Comparison142	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1
Comparison143	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp1
Comparison144	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2
Comparison145	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2
Comparison146	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2
Comparison147	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1
Comparison148	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2
Comparison149	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1
Comparison150	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp2
Comparison151	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1
Comparison152	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1
Comparison153	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp1
Comparison154	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1
Comparison155	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2
Comparison156	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp1	grp2	grp1
Comparison157	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2
Comparison158	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp2	grp2	grp1	grp1
Comparison159	grp2	grp2	grp2	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp2
Comparison160	grp2	grp1	grp1	grp1	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp1	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp1	grp2	grp2
Comparison161	grp2	grp2	grp1	grp1	grp1	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp2	grp1	grp1	grp2	grp1	grp2	grp2	grp2	grp1	grp2	grp2	grp2	grp1	grp1	grp1	grp1	grp2	grp2	grp1	grp1	grp2	grp1	grp2	grp1	grp2	grp2	grp1	grp2	grp2
